season,round,game,home,team,points,points_against,opponent,avgPD,avgPD_opp,wins,wins_opp,points_diff,win,draw
13_14,11,65,0,exeter,6,22,harlequins,9.363636364,5.4,6,6,-16,0,0
13_14,11,66,0,gloucester,22,19,irish,4,-7.1,3,2,3,1,0
13_14,11,61,1,newcastle,12,17,wasps,4.2,-0.6,3,4,-5,0,0
13_14,11,62,1,leicester,30,23,sale,2.727272727,-0.4,5,5,7,1,0
13_14,11,63,1,northampton,43,25,bath,5.363636364,7.9,8,8,18,1,0
13_14,11,64,1,worcester,8,26,saracens,2.636363636,15.2,0,9,-18,0,0
13_14,11,65,1,harlequins,22,6,exeter,2.909090909,2.5,6,6,16,1,0
13_14,11,66,1,irish,19,22,gloucester,4.363636364,-7.111111111,2,2,-3,0,0
13_14,12,67,0,sale,16,8,newcastle,2.416666667,-13,5,3,8,1,0
13_14,12,68,0,harlequins,9,23,northampton,7.5,12.54545455,7,9,-14,0,0
13_14,12,69,0,worcester,9,22,irish,2.333333333,-6.727272727,0,2,-13,0,0
13_14,12,70,0,saracens,29,8,gloucester,3.833333333,-5.8,10,3,21,1,0
13_14,12,71,0,bath,27,27,leicester,3.5,1.090909091,8,6,0,0,1
13_14,12,72,0,exeter,16,19,wasps,7.5,-0.090909091,6,5,-3,0,0
13_14,12,67,1,newcastle,8,16,sale,3.818181818,-1,3,5,-8,0,0
13_14,12,68,1,northampton,23,9,harlequins,4.083333333,6.363636364,9,7,14,1,0
13_14,12,69,1,irish,22,9,worcester,4.5,-16,2,0,13,1,0
13_14,12,70,1,gloucester,8,29,saracens,3.916666667,15.45454545,4,10,-21,0,0
13_14,12,71,1,leicester,27,27,bath,5.666666667,5.545454545,6,8,0,0,1
13_14,12,72,1,wasps,19,16,exeter,3.416666667,0.818181818,5,6,3,1,0
13_14,13,73,0,leicester,23,22,worcester,2.923076923,-15.75,6,0,1,1,0
13_14,13,74,0,gloucester,19,24,sale,4,-0.25,4,6,-5,0,0
13_14,13,75,0,newcastle,6,24,bath,3.307692308,5.083333333,3,8,-18,0,0
13_14,13,76,0,irish,22,13,saracens,2.923076923,15.91666667,3,11,9,1,0
13_14,13,77,0,northampton,17,16,exeter,2.692307692,0.5,10,6,1,1,0
13_14,13,78,0,wasps,10,11,harlequins,1.692307692,4.666666667,6,7,-1,0,0
13_14,13,73,1,worcester,22,23,leicester,3.5,1,0,6,-1,0,0
13_14,13,74,1,sale,24,19,gloucester,4.538461538,-5,6,4,5,1,0
13_14,13,75,1,bath,24,6,newcastle,3.230769231,-12.58333333,8,3,18,1,0
13_14,13,76,1,saracens,13,22,irish,2.230769231,-5.083333333,11,3,-9,0,0
13_14,13,77,1,exeter,16,17,northampton,6.692307692,12.66666667,6,10,-1,0,0
13_14,13,78,1,harlequins,11,10,wasps,5.846153846,0.166666667,7,6,1,1,0
13_14,14,79,0,saracens,15,10,sale,5.142857143,0.153846154,11,7,5,1,0
13_14,14,80,0,newcastle,14,18,harlequins,2.642857143,4.384615385,3,8,-4,0,0
13_14,14,81,0,worcester,14,30,northampton,3.928571429,11.76923077,0,11,-16,0,0
13_14,14,82,0,irish,23,20,wasps,3.142857143,0.076923077,4,6,3,1,0
13_14,14,83,0,bath,27,23,exeter,2.714285714,0.384615385,9,6,4,1,0
13_14,14,84,0,gloucester,8,11,leicester,3.571428571,1,4,7,-3,0,0
13_14,14,79,1,sale,10,15,saracens,3.230769231,14,7,11,-5,0,0
13_14,14,80,1,harlequins,18,14,newcastle,5.428571429,-13,8,3,4,1,0
13_14,14,81,1,northampton,30,14,worcester,3,-14.61538462,11,0,16,1,0
13_14,14,82,1,wasps,20,23,irish,3,-4,6,4,-3,0,0
13_14,14,83,1,exeter,23,27,bath,3,6.076923077,6,9,-4,0,0
13_14,14,84,1,leicester,11,8,gloucester,4.357142857,-6.333333333,7,4,3,1,0
13_14,15,85,0,wasps,25,32,bath,3.066666667,5.928571429,6,10,-7,0,0
13_14,15,86,0,harlequins,20,25,gloucester,1.8,-6.230769231,9,4,-5,0,0
13_14,15,87,0,sale,24,12,worcester,2.533333333,-14.71428571,7,0,12,1,0
13_14,15,88,0,leicester,20,15,irish,4.4,-3.5,8,5,5,1,0
13_14,15,89,0,northampton,22,16,newcastle,1.933333333,-12.35714286,12,3,6,1,0
13_14,15,90,0,exeter,10,23,saracens,6.666666667,13.35714286,6,12,-13,0,0
13_14,15,85,1,bath,32,25,wasps,3,-0.142857143,10,6,7,1,0
13_14,15,86,1,gloucester,25,20,harlequins,3.133333333,4.357142857,4,9,5,1,0
13_14,15,87,1,worcester,12,24,sale,6.933333333,-0.214285714,0,7,-12,0,0
13_14,15,88,1,irish,15,20,leicester,3.533333333,1.142857143,5,8,-5,0,0
13_14,15,89,1,newcastle,16,22,northampton,3.933333333,12.07142857,3,12,-6,0,0
13_14,15,90,1,saracens,23,10,exeter,2.333333333,0.071428571,12,6,13,1,0
13_14,16,91,0,saracens,23,10,bath,3.1875,6,13,11,13,1,0
13_14,16,92,0,irish,0,18,exeter,2.625,-0.8,5,6,-18,0,0
13_14,16,93,0,worcester,20,21,harlequins,4.3125,3.733333333,0,9,-1,0,0
13_14,16,94,0,sale,21,17,wasps,2.5625,-0.6,8,6,4,1,0
13_14,16,95,0,gloucester,13,39,northampton,4.5625,11.66666667,5,13,-26,0,0
13_14,16,96,0,leicester,41,18,newcastle,2.625,-11.93333333,9,3,23,1,0
13_14,16,91,1,bath,10,23,saracens,2.8,13.33333333,11,13,-13,0,0
13_14,16,92,1,exeter,18,0,irish,5.4375,-3.6,6,5,18,1,0
13_14,16,93,1,harlequins,21,20,worcester,4.75,-14.53333333,9,0,1,1,0
13_14,16,94,1,wasps,17,21,sale,1.125,0.6,6,8,-4,0,0
13_14,16,95,1,northampton,39,13,gloucester,3.0625,-6,13,4,26,1,0
13_14,16,96,1,newcastle,18,41,leicester,3.6875,1.4,3,9,-23,0,0
13_14,17,97,0,wasps,13,11,worcester,2.294117647,-13.6875,6,0,2,1,0
13_14,17,98,0,northampton,6,19,sale,2.823529412,0.8125,14,9,-13,0,0
13_14,17,99,0,newcastle,33,40,gloucester,1.117647059,-5.266666667,3,5,-7,0,0
13_14,17,100,0,harlequins,17,39,saracens,5.764705882,13.3125,10,14,-22,0,0
13_14,17,101,0,bath,44,23,irish,1.235294118,-4.5,11,5,21,1,0
13_14,17,102,0,exeter,15,45,leicester,6.882352941,2.75,7,10,-30,0,0
13_14,17,97,1,worcester,11,13,wasps,2.625,-0.8125,0,6,-2,0,0
13_14,17,98,1,sale,19,6,northampton,2.647058824,12.5625,9,14,13,1,0
13_14,17,99,1,gloucester,40,33,newcastle,2.764705882,-12.625,5,3,7,1,0
13_14,17,100,1,saracens,39,17,harlequins,3.058823529,3.5625,14,10,22,1,0
13_14,17,101,1,irish,23,44,bath,3.235294118,4.8125,5,11,-21,0,0
13_14,17,102,1,leicester,45,15,exeter,2.058823529,0.375,10,7,30,1,0
13_14,18,103,0,sale,12,11,bath,5.555555556,5.764705882,10,12,1,1,0
13_14,18,104,0,gloucester,14,13,exeter,1.722222222,-1.411764706,6,7,1,1,0
13_14,18,105,0,irish,9,23,harlequins,4.222222222,2.058823529,5,10,-14,0,0
13_14,18,106,0,saracens,32,20,wasps,1.888888889,-0.647058824,15,7,12,1,0
13_14,18,107,0,leicester,22,16,northampton,2.222222222,11.05882353,11,14,6,1,0
13_14,18,108,0,worcester,17,12,newcastle,2.555555556,-12.29411765,0,3,5,1,0
13_14,18,103,1,bath,11,12,sale,2.470588235,1.529411765,12,10,-1,0,0
13_14,18,104,1,exeter,13,14,gloucester,4.833333333,-6.5625,7,5,-1,0,0
13_14,18,105,1,harlequins,23,9,irish,2.333333333,-5.470588235,10,5,14,1,0
13_14,18,106,1,wasps,20,32,saracens,1.611111111,13.82352941,7,15,-12,0,0
13_14,18,107,1,northampton,16,22,leicester,2.333333333,4.352941176,14,11,-6,0,0
13_14,18,108,1,newcastle,12,17,worcester,2.388888889,-13,3,0,-5,0,0
13_14,19,109,0,harlequins,27,12,sale,3,1.5,11,11,15,1,0
13_14,19,110,0,wasps,15,27,leicester,2.894736842,4.444444444,7,12,-12,0,0
13_14,19,111,0,exeter,38,33,worcester,4.315789474,-12,7,1,5,1,0
13_14,19,112,0,bath,18,17,gloucester,2.157894737,-5.764705882,12,6,1,1,0
13_14,19,113,0,northampton,24,28,saracens,3.526315789,13.72222222,14,16,-4,0,0
13_14,19,114,0,newcastle,12,40,irish,2.473684211,-5.944444444,3,5,-28,0,0
13_14,19,109,1,sale,12,27,harlequins,1.777777778,2.722222222,11,11,-15,0,0
13_14,19,110,1,leicester,27,15,wasps,1.684210526,-1.277777778,12,7,12,1,0
13_14,19,111,1,worcester,33,38,exeter,2.473684211,-1.388888889,1,7,-5,0,0
13_14,19,112,1,gloucester,17,18,bath,3.315789474,5.388888889,7,12,-1,0,0
13_14,19,113,1,saracens,28,24,northampton,2.210526316,10.11111111,16,14,4,1,0
13_14,19,114,1,irish,40,12,newcastle,2.421052632,-11.88888889,5,3,28,1,0
13_14,20,115,0,leicester,20,24,harlequins,3.8,3.368421053,13,12,-4,0,0
13_14,20,116,0,worcester,20,32,bath,1.55,5.157894737,1,13,-12,0,0
13_14,20,117,0,sale,55,12,exeter,2.6,-1.052631579,11,8,43,1,0
13_14,20,118,0,gloucester,30,38,wasps,3.25,-1.842105263,7,7,-8,0,0
13_14,20,119,0,irish,21,36,northampton,0.6,9.368421053,6,14,-15,0,0
13_14,20,120,0,saracens,23,18,newcastle,1.6,-12.73684211,17,3,5,1,0
13_14,20,115,1,harlequins,24,20,leicester,3,4.842105263,12,13,4,1,0
13_14,20,116,1,bath,32,20,worcester,2.1,-11.63157895,13,1,12,1,0
13_14,20,117,1,exeter,12,55,sale,4.35,0.631578947,8,11,-43,0,0
13_14,20,118,1,wasps,38,30,gloucester,2.65,-5.388888889,7,7,8,1,0
13_14,20,119,1,northampton,36,21,irish,1.25,-4.157894737,14,6,15,1,0
13_14,20,120,1,newcastle,18,23,saracens,1.55,13.21052632,3,17,-5,0,0
13_14,21,121,0,northampton,19,19,bath,4.476190476,5.5,15,14,0,0,1
13_14,21,122,0,irish,30,38,gloucester,2.142857143,-5.157894737,6,7,-8,0,0
13_14,21,123,0,worcester,20,44,saracens,2,12.8,1,18,-24,0,0
13_14,21,124,0,newcastle,38,44,wasps,3.666666667,-1.35,3,8,-6,0,0
13_14,21,125,0,leicester,42,22,sale,4.142857143,2.75,13,12,20,1,0
13_14,21,126,0,harlequins,30,29,exeter,3.047619048,-3.15,13,8,1,1,0
13_14,21,121,1,bath,19,19,northampton,2.1,9.65,14,15,0,0,1
13_14,21,122,1,gloucester,38,30,irish,1.761904762,-4.7,7,6,8,1,0
13_14,21,123,1,saracens,44,20,worcester,2,-11.65,18,1,24,1,0
13_14,21,124,1,wasps,44,38,newcastle,2.80952381,-12.35,8,3,6,1,0
13_14,21,125,1,sale,22,42,leicester,1.761904762,4.4,12,13,-20,0,0
13_14,21,126,1,exeter,29,30,harlequins,4.333333333,3.4,8,13,-1,0,0
13_14,22,127,0,bath,16,19,harlequins,2.045454545,3.285714286,14,14,-3,0,0
13_14,22,128,0,saracens,27,31,leicester,1.681818182,5.142857143,19,14,-4,0,0
13_14,22,129,0,sale,20,22,irish,2.5,-4.857142857,12,6,-2,0,0
13_14,22,130,0,exeter,23,13,newcastle,5.227272727,-12.04761905,8,3,10,1,0
13_14,22,131,0,wasps,13,74,northampton,1.909090909,9.19047619,9,15,-61,0,0
13_14,22,132,0,gloucester,27,28,worcester,3.090909091,-12.23809524,8,1,-1,0,0
13_14,22,127,1,harlequins,19,16,bath,4.142857143,5.238095238,14,14,3,1,0
13_14,22,128,1,leicester,31,27,saracens,5,13.33333333,14,19,4,1,0
13_14,22,129,1,irish,22,20,sale,3.409090909,1.666666667,6,12,2,1,0
13_14,22,130,1,newcastle,13,23,exeter,2.318181818,-3.047619048,3,8,-10,0,0
13_14,22,131,1,northampton,74,13,wasps,1.5,-1,15,9,61,1,0
13_14,22,132,1,worcester,28,27,gloucester,2.727272727,-5.3,1,7,1,1,0
13_14,23,133,0,leicester,20,21,northampton,3.347826087,11.54545455,15,16,-1,0,0
13_14,23,134,0,harlequins,17,31,saracens,3.739130435,12.54545455,15,19,-14,0,0
13_14,23,133,1,northampton,21,20,leicester,1.454545455,5.090909091,16,15,1,1,0
13_14,23,134,1,saracens,31,17,harlequins,1.434782609,3.272727273,19,15,14,1,0
13_14,24,135,0,saracens,20,24,northampton,2.083333333,11.08695652,20,17,-4,0,0
13_14,24,135,1,northampton,24,20,saracens,1.826086957,12.60869565,17,20,4,1,0
14_15,1,1,0,gloucester,6,53,northampton,0,0,0,0,-47,0,0
14_15,1,2,0,harlequins,20,15,irish,0,0,0,0,5,1,0
14_15,1,3,0,newcastle,17,36,leicester,0,0,0,0,-19,0,0
14_15,1,4,0,wasps,28,34,saracens,0,0,0,0,-6,0,0
14_15,1,5,0,bath,29,20,sale,0,0,0,0,9,1,0
14_15,1,6,0,exeter,52,0,welsh,0,0,0,0,52,1,0
14_15,1,1,1,northampton,53,6,gloucester,0,0,0,0,47,1,0
14_15,1,2,1,irish,15,20,harlequins,0,0,0,0,-5,0,0
14_15,1,3,1,leicester,36,17,newcastle,0,0,0,0,19,1,0
14_15,1,4,1,saracens,34,28,wasps,0,0,0,0,6,1,0
14_15,1,5,1,sale,20,29,bath,0,0,0,0,-9,0,0
14_15,1,6,1,welsh,0,52,exeter,0,0,0,0,-52,0,0
14_15,2,7,0,saracens,39,0,harlequins,-0.570247934,1.151260504,1,1,39,1,0
14_15,2,8,0,leicester,24,20,exeter,2.366834171,6.238095238,1,1,4,1,0
14_15,2,9,0,sale,27,34,gloucester,-0.665271967,3.788732394,0,0,-7,0,0
14_15,2,10,0,welsh,26,53,bath,-1.849056604,9,0,1,-27,0,0
14_15,2,11,0,irish,20,18,newcastle,0.338345865,1.7239819,0,0,2,1,0
14_15,2,12,0,northampton,16,20,wasps,-0.238095238,-0.608333333,1,0,-4,0,0
14_15,2,7,1,harlequins,0,39,saracens,1.151260504,-0.570247934,1,1,-39,0,0
14_15,2,8,1,exeter,20,24,leicester,6.238095238,2.366834171,1,1,-4,0,0
14_15,2,9,1,gloucester,34,27,sale,3.788732394,-0.665271967,0,0,7,1,0
14_15,2,10,1,bath,53,26,welsh,9,-1.849056604,1,0,27,1,0
14_15,2,11,1,newcastle,18,20,irish,1.7239819,0.338345865,0,0,-2,0,0
14_15,2,12,1,wasps,20,16,northampton,-0.608333333,-0.238095238,0,1,4,1,0
14_15,3,13,0,exeter,25,22,gloucester,14,3.608695652,1,1,3,1,0
14_15,3,14,0,leicester,0,45,bath,0.681818182,18,2,2,-45,0,0
14_15,3,15,0,saracens,36,32,irish,-2.040229885,0.388059701,2,1,4,1,0
14_15,3,16,0,wasps,23,26,harlequins,-1.887700535,0.337209302,1,1,-3,0,0
14_15,3,17,0,welsh,8,46,sale,-0.708154506,-1.822335025,0,0,-38,0,0
14_15,3,18,0,northampton,35,10,newcastle,-1.056521739,1.044303797,1,0,25,1,0
14_15,3,13,1,gloucester,22,25,exeter,3.608695652,14,1,1,-3,0,0
14_15,3,14,1,bath,45,0,leicester,18,0.681818182,2,2,45,1,0
14_15,3,15,1,irish,32,36,saracens,0.388059701,-2.040229885,1,2,-4,0,0
14_15,3,16,1,harlequins,26,23,wasps,0.337209302,-1.887700535,1,1,3,1,0
14_15,3,17,1,sale,46,8,welsh,-1.822335025,-0.708154506,0,0,38,1,0
14_15,3,18,1,newcastle,10,35,northampton,1.044303797,-1.056521739,0,1,-25,0,0
14_15,4,19,0,gloucester,46,10,welsh,3.731707317,-2.255681818,1,0,36,1,0
14_15,4,20,0,bath,24,31,northampton,27,-1.788732394,3,2,-7,0,0
14_15,4,21,0,sale,19,40,saracens,-1.437788018,-1.769736842,1,3,-21,0,0
14_15,4,22,0,irish,22,19,leicester,-1.180952381,2.366834171,1,2,3,1,0
14_15,4,23,0,newcastle,18,35,wasps,2.202072539,-2.075581395,0,1,-17,0,0
14_15,4,24,0,harlequins,13,36,exeter,-0.590163934,17,2,2,-23,0,0
14_15,4,19,1,welsh,10,46,gloucester,-2.255681818,3.731707317,0,1,-36,0,0
14_15,4,20,1,northampton,31,24,bath,-1.788732394,27,2,3,7,1,0
14_15,4,21,1,saracens,40,19,sale,-1.769736842,-1.437788018,3,1,21,1,0
14_15,4,22,1,leicester,19,22,irish,2.366834171,-1.180952381,2,1,-3,0,0
14_15,4,23,1,wasps,35,18,newcastle,-2.075581395,2.202072539,1,0,17,1,0
14_15,4,24,1,exeter,36,13,harlequins,17,-0.590163934,2,2,23,1,0
14_15,5,25,0,saracens,11,21,bath,-1.856435644,18.5,4,3,-10,0,0
14_15,5,26,0,leicester,16,33,gloucester,-0.712962963,-1.083333333,2,2,-17,0,0
14_15,5,27,0,northampton,19,12,irish,-0.643153527,-2.466666667,3,2,7,1,0
14_15,5,28,0,welsh,0,52,harlequins,-1.90052356,-0.85,0,2,-52,0,0
14_15,5,29,0,exeter,24,29,newcastle,18.5,1.280487805,3,0,-5,0,0
14_15,5,30,0,wasps,14,25,sale,-1.202797203,-1.671497585,2,1,-11,0,0
14_15,5,25,1,bath,21,11,saracens,18.5,-1.856435644,3,4,10,1,0
14_15,5,26,1,gloucester,33,16,leicester,-1.083333333,-0.712962963,2,2,17,1,0
14_15,5,27,1,irish,12,19,northampton,-2.466666667,-0.643153527,2,3,-7,0,0
14_15,5,28,1,harlequins,52,0,welsh,-0.85,-1.90052356,2,0,52,1,0
14_15,5,29,1,newcastle,29,24,exeter,1.280487805,18.5,0,3,5,1,0
14_15,5,30,1,sale,25,14,wasps,-1.671497585,-1.202797203,1,2,11,1,0
14_15,6,31,0,harlequins,16,22,leicester,1.80952381,-0.700854701,3,2,-6,0,0
14_15,6,32,0,sale,10,43,northampton,-1.974226804,2.785046729,2,4,-33,0,0
14_15,6,33,0,gloucester,21,28,saracens,2,-0.594936709,3,4,-7,0,0
14_15,6,34,0,irish,24,44,exeter,-2.984126984,13.8,2,3,-20,0,0
14_15,6,35,0,newcastle,23,3,welsh,2.235897436,-1.952941176,1,0,20,1,0
14_15,6,36,0,bath,22,29,wasps,16.8,-1.923976608,4,2,-7,0,0
14_15,6,31,1,leicester,22,16,harlequins,-0.700854701,1.80952381,2,3,6,1,0
14_15,6,32,1,northampton,43,10,sale,2.785046729,-1.974226804,4,2,33,1,0
14_15,6,33,1,saracens,28,21,gloucester,-0.594936709,2,4,3,7,1,0
14_15,6,34,1,exeter,44,24,irish,13.8,-2.984126984,3,2,20,1,0
14_15,6,35,1,welsh,3,23,newcastle,-1.952941176,2.235897436,0,1,-20,0,0
14_15,6,36,1,wasps,29,22,bath,-1.923976608,16.8,2,4,7,1,0
14_15,7,37,0,exeter,24,18,northampton,14.83333333,1.829268293,4,5,6,1,0
14_15,7,38,0,harlequins,22,15,gloucester,-1.333333333,0.5,3,3,7,1,0
14_15,7,39,0,newcastle,14,23,bath,0.094827586,12.83333333,2,4,-9,0,0
14_15,7,40,0,irish,8,36,sale,-5.166666667,-2.129943503,2,2,-28,0,0
14_15,7,41,0,welsh,7,71,wasps,-1.242990654,-0.595744681,0,3,-64,0,0
14_15,7,42,0,saracens,21,21,leicester,-2.020512821,-3.364864865,5,3,0,0,1
14_15,7,37,1,northampton,18,24,exeter,1.829268293,14.83333333,5,4,-6,0,0
14_15,7,38,1,gloucester,15,22,harlequins,0.5,-1.333333333,3,3,-7,0,0
14_15,7,39,1,bath,23,14,newcastle,12.83333333,0.094827586,4,2,9,1,0
14_15,7,40,1,sale,36,8,irish,-2.129943503,-5.166666667,2,2,28,1,0
14_15,7,41,1,wasps,71,7,welsh,-0.595744681,-1.242990654,3,0,64,1,0
14_15,7,42,1,leicester,21,21,saracens,-3.364864865,-2.020512821,3,5,0,0,1
14_15,8,43,0,gloucester,10,20,newcastle,-0.571428571,-0.199170124,3,2,-10,0,0
14_15,8,44,0,sale,16,12,harlequins,0.020408163,-0.395348837,3,4,4,1,0
14_15,8,45,0,bath,33,23,irish,12.28571429,-1.291666667,5,2,10,1,0
14_15,8,46,0,wasps,15,31,exeter,-1.976331361,13.57142857,4,5,-16,0,0
14_15,8,47,0,leicester,26,5,welsh,-2.872727273,-1.982142857,3,0,21,1,0
14_15,8,48,0,northampton,31,24,saracens,-1.301369863,-1.363636364,5,5,7,1,0
14_15,8,43,1,newcastle,20,10,gloucester,-0.199170124,-0.571428571,2,3,10,1,0
14_15,8,44,1,harlequins,12,16,sale,-0.395348837,0.020408163,4,3,-4,0,0
14_15,8,45,1,irish,23,33,bath,-1.291666667,12.28571429,2,5,-10,0,0
14_15,8,46,1,exeter,31,15,wasps,13.57142857,-1.976331361,5,4,16,1,0
14_15,8,47,1,welsh,5,26,leicester,-1.982142857,-2.872727273,0,3,-21,0,0
14_15,8,48,1,saracens,24,31,northampton,-1.363636364,-1.301369863,5,5,-7,0,0
14_15,9,49,0,harlequins,6,25,bath,-0.625,12,4,6,-19,0,0
14_15,9,50,0,saracens,19,27,exeter,-1.276119403,13.875,5,6,-8,0,0
14_15,9,51,0,wasps,16,18,leicester,-1.813084112,-1.285714286,4,4,-2,0,0
14_15,9,52,0,sale,18,13,newcastle,-2.255681818,1.32278481,4,3,5,1,0
14_15,9,53,0,northampton,43,14,welsh,3,-1.5234375,6,0,29,1,0
14_15,9,54,0,gloucester,21,9,irish,-1.75,1.539393939,3,2,12,1,0
14_15,9,49,1,bath,25,6,harlequins,12,-0.625,6,4,19,1,0
14_15,9,50,1,exeter,27,19,saracens,13.875,-1.276119403,6,5,8,1,0
14_15,9,51,1,leicester,18,16,wasps,-1.285714286,-1.813084112,4,4,2,1,0
14_15,9,52,1,newcastle,13,18,sale,1.32278481,-2.255681818,3,4,-5,0,0
14_15,9,53,1,welsh,14,43,northampton,-1.5234375,3,0,6,-29,0,0
14_15,9,54,1,irish,9,21,gloucester,1.539393939,-1.75,2,3,-12,0,0
14_15,10,55,0,exeter,11,18,sale,13.22222222,4.569892473,7,5,-7,0,0
14_15,10,56,0,bath,39,16,gloucester,12.77777778,-0.222222222,7,4,23,1,0
14_15,10,57,0,leicester,19,23,northampton,-5.823529412,2.741573034,5,7,-4,0,0
14_15,10,58,0,welsh,7,78,saracens,-3.523255814,-1.49537037,0,5,-71,0,0
14_15,10,59,0,newcastle,7,15,harlequins,0.924528302,0.790697674,3,4,-8,0,0
14_15,10,60,0,irish,16,48,wasps,-2.731707317,-1.569230769,2,4,-32,0,0
14_15,10,55,1,sale,18,11,exeter,4.569892473,13.22222222,5,7,7,1,0
14_15,10,56,1,gloucester,16,39,bath,-0.222222222,12.77777778,4,7,-23,0,0
14_15,10,57,1,northampton,23,19,leicester,2.741573034,-5.823529412,7,5,4,1,0
14_15,10,58,1,saracens,78,7,welsh,-1.49537037,-3.523255814,5,0,71,1,0
14_15,10,59,1,harlequins,15,7,newcastle,0.790697674,0.924528302,4,3,8,1,0
14_15,10,60,1,wasps,48,16,irish,-1.569230769,-2.731707317,4,2,32,1,0
14_15,11,61,0,welsh,9,24,irish,-1.610619469,-9.444444444,0,2,-15,0,0
14_15,11,62,0,northampton,30,25,harlequins,2.885714286,-1.6,8,5,5,1,0
14_15,11,63,0,saracens,25,23,newcastle,-1.308270677,0.224137931,6,3,2,1,0
14_15,11,64,0,leicester,32,30,sale,-1.7,-1.437788018,5,6,2,1,0
14_15,11,65,0,exeter,14,31,bath,11.2,13.8,7,8,-17,0,0
14_15,11,66,0,wasps,30,23,gloucester,-1.813333333,2.711111111,5,4,7,1,0
14_15,11,61,1,irish,24,9,welsh,-9.444444444,-1.610619469,2,0,15,1,0
14_15,11,62,1,harlequins,25,30,northampton,-1.6,2.885714286,5,8,-5,0,0
14_15,11,63,1,newcastle,23,25,saracens,0.224137931,-1.308270677,3,6,-2,0,0
14_15,11,64,1,sale,30,32,leicester,-1.437788018,-1.7,6,5,-2,0,0
14_15,11,65,1,bath,31,14,exeter,13.8,11.2,8,7,17,1,0
14_15,11,66,1,gloucester,23,30,wasps,2.711111111,-1.813333333,4,5,-7,0,0
14_15,12,67,0,newcastle,31,39,northampton,-4.727272727,2.363057325,3,9,-8,0,0
14_15,12,68,0,gloucester,26,25,exeter,-2.909090909,6.735849057,4,7,1,1,0
14_15,12,69,0,irish,6,22,saracens,-7,-0.411214953,3,7,-16,0,0
14_15,12,70,0,harlequins,24,13,welsh,-1.909090909,-1.657718121,5,0,11,1,0
14_15,12,71,0,sale,16,41,wasps,5.081081081,-1.984455959,6,6,-25,0,0
14_15,12,72,0,bath,8,17,leicester,14.09090909,-1.363636364,9,6,-9,0,0
14_15,12,67,1,northampton,39,31,newcastle,2.363057325,-4.727272727,9,3,8,1,0
14_15,12,68,1,exeter,25,26,gloucester,6.735849057,-2.909090909,7,4,-1,0,0
14_15,12,69,1,saracens,22,6,irish,-0.411214953,-7,7,3,16,1,0
14_15,12,70,1,welsh,13,24,harlequins,-1.657718121,-1.909090909,0,5,-11,0,0
14_15,12,71,1,wasps,41,16,sale,-1.984455959,5.081081081,6,6,25,1,0
14_15,12,72,1,leicester,17,8,bath,-1.363636364,14.09090909,6,9,9,1,0
14_15,13,73,0,saracens,23,24,gloucester,-1.78807947,2.520833333,8,5,-1,0,0
14_15,13,74,0,leicester,12,32,harlequins,2.466019417,-0.833333333,7,6,-20,0,0
14_15,13,75,0,wasps,26,39,bath,-3.318181818,12.16666667,7,9,-13,0,0
14_15,13,76,0,northampton,7,20,sale,4.5,6.390625,10,6,-13,0,0
14_15,13,77,0,exeter,26,28,irish,7.833333333,-7.818181818,7,3,-2,0,0
14_15,13,78,0,welsh,7,28,newcastle,-1.976331361,-5,0,3,-21,0,0
14_15,13,73,1,gloucester,24,23,saracens,2.520833333,-1.78807947,5,8,1,1,0
14_15,13,74,1,harlequins,32,12,leicester,-0.833333333,2.466019417,6,7,20,1,0
14_15,13,75,1,bath,39,26,wasps,12.16666667,-3.318181818,9,7,13,1,0
14_15,13,76,1,sale,20,7,northampton,6.390625,4.5,6,10,13,1,0
14_15,13,77,1,irish,28,26,exeter,-7.818181818,7.833333333,3,7,2,1,0
14_15,13,78,1,newcastle,28,7,welsh,-5,-1.976331361,3,0,21,1,0
14_15,14,79,0,irish,9,15,northampton,-0.637096774,11.46153846,4,10,-6,0,0
14_15,14,80,0,gloucester,15,18,leicester,-2.307692308,-2.063291139,6,7,-3,0,0
14_15,14,81,0,newcastle,17,46,exeter,-3,7.076923077,4,7,-29,0,0
14_15,14,82,0,harlequins,6,37,wasps,0.769230769,-0.662393162,7,7,-31,0,0
14_15,14,83,0,bath,24,34,saracens,12.23076923,-1.974226804,10,8,-10,0,0
14_15,14,84,0,sale,52,12,welsh,4.939393939,-1.235849057,7,0,40,1,0
14_15,14,79,1,northampton,15,9,irish,11.46153846,-0.637096774,10,4,6,1,0
14_15,14,80,1,leicester,18,15,gloucester,-2.063291139,-2.307692308,7,6,3,1,0
14_15,14,81,1,exeter,46,17,newcastle,7.076923077,-3,7,4,29,1,0
14_15,14,82,1,wasps,37,6,harlequins,-0.662393162,0.769230769,7,7,31,1,0
14_15,14,83,1,saracens,34,24,bath,-1.974226804,12.23076923,8,10,10,1,0
14_15,14,84,1,welsh,12,52,sale,-1.235849057,4.939393939,0,7,-40,0,0
14_15,15,85,0,wasps,23,23,newcastle,-1.923976608,1.653465347,8,4,0,0,1
14_15,15,86,0,northampton,21,13,bath,3.00877193,10.64285714,11,10,8,1,0
14_15,15,87,0,exeter,32,21,harlequins,8.642857143,-1.5,8,7,11,1,0
14_15,15,88,0,welsh,10,48,gloucester,-6.109375,-2.357142857,0,6,-38,0,0
